楼层,分区,活动,活动名称(参考),月份,计划量,完成量,活动开始,活动结束
B2,B2|B2S41,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S41,ls,Lift / Stairs,,,,,
B2,B2|B2S41,exc,Excavation,,,,,
B2,B2|B2S41,demo,Demolition,,,,,
B2,B2|B2S41,slab,Cast Slab,,,,,
B2,B2|B2S41,act_wall,Wall,,,,,
B2,B2|B2S41,act_corewall,Core Wall,,,,,
B2,B2|B2S41,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S6,col,Columns,,,,,
B2,B2|B2S6,pile,Pile Caps,,,,,
B2,B2|B2S6,mbeam,Steel Main Beams,,,,,
B2,B2|B2S6,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S6,ls,Lift / Stairs,,,,,
B2,B2|B2S6,exc,Excavation,,,,,
B2,B2|B2S6,demo,Demolition,,,,,
B2,B2|B2S6,slab,Cast Slab,,,,,
B2,B2|B2S6,act_wall,Wall,,,,,
B2,B2|B2S6,act_corewall,Core Wall,,,,,
B2,B2|B2S6,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S52,col,Columns,,,,,
B2,B2|B2S52,pile,Pile Caps,,,,,
B2,B2|B2S52,mbeam,Steel Main Beams,,,,,
B2,B2|B2S52,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S52,ls,Lift / Stairs,,,,,
B2,B2|B2S52,exc,Excavation,,,,,
B2,B2|B2S52,demo,Demolition,,,,,
B2,B2|B2S52,slab,Cast Slab,,,,,
B2,B2|B2S52,act_wall,Wall,,,,,
B2,B2|B2S52,act_corewall,Core Wall,,,,,
B2,B2|B2S52,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S1,col,Columns,,,,,
B2,B2|B2S1,pile,Pile Caps,,,,,
B2,B2|B2S1,mbeam,Steel Main Beams,,,,,
B2,B2|B2S1,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S1,ls,Lift / Stairs,,,,,
B2,B2|B2S1,exc,Excavation,,,,,
B2,B2|B2S1,demo,Demolition,,,,,
B2,B2|B2S1,slab,Cast Slab,,,,,
B2,B2|B2S1,act_wall,Wall,,,,,
B2,B2|B2S1,act_corewall,Core Wall,,,,,
B2,B2|B2S1,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S6A,col,Columns,,,,,
B2,B2|B2S6A,pile,Pile Caps,,,,,
B2,B2|B2S6A,mbeam,Steel Main Beams,,,,,
B2,B2|B2S6A,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S6A,ls,Lift / Stairs,,,,,
B2,B2|B2S6A,exc,Excavation,,,,,
B2,B2|B2S6A,demo,Demolition,,,,,
B2,B2|B2S6A,slab,Cast Slab,,,,,
B2,B2|B2S6A,act_wall,Wall,,,,,
B2,B2|B2S6A,act_corewall,Core Wall,,,,,
B2,B2|B2S6A,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S42,col,Columns,,,,,
B2,B2|B2S42,pile,Pile Caps,,,,,
B2,B2|B2S42,mbeam,Steel Main Beams,,,,,
B2,B2|B2S42,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S42,ls,Lift / Stairs,,,,,
B2,B2|B2S42,exc,Excavation,,,,,
B2,B2|B2S42,demo,Demolition,,,,,
B2,B2|B2S42,slab,Cast Slab,,,,,
B2,B2|B2S42,act_wall,Wall,,,,,
B2,B2|B2S42,act_corewall,Core Wall,,,,,
B2,B2|B2S42,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S51,col,Columns,,,,,
B2,B2|B2S51,pile,Pile Caps,,,,,
B2,B2|B2S51,mbeam,Steel Main Beams,,,,,
B2,B2|B2S51,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S51,ls,Lift / Stairs,,,,,
B2,B2|B2S51,exc,Excavation,,,,,
B2,B2|B2S51,demo,Demolition,,,,,
B2,B2|B2S51,slab,Cast Slab,,,,,
B2,B2|B2S51,act_wall,Wall,,,,,
B2,B2|B2S51,act_corewall,Core Wall,,,,,
B2,B2|B2S51,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S21,col,Columns,,,,,
B2,B2|B2S21,pile,Pile Caps,,,,,
B2,B2|B2S21,mbeam,Steel Main Beams,,,,,
B2,B2|B2S21,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S21,ls,Lift / Stairs,,,,,
B2,B2|B2S21,exc,Excavation,,,,,
B2,B2|B2S21,demo,Demolition,,,,,
B2,B2|B2S21,slab,Cast Slab,,,,,
B2,B2|B2S21,act_wall,Wall,,,,,
B2,B2|B2S21,act_corewall,Core Wall,,,,,
B2,B2|B2S21,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S9,col,Columns,,,,,
B2,B2|B2S9,pile,Pile Caps,,,,,
B2,B2|B2S9,mbeam,Steel Main Beams,,,,,
B2,B2|B2S9,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S9,ls,Lift / Stairs,,,,,
B2,B2|B2S9,exc,Excavation,,,,,
B2,B2|B2S9,demo,Demolition,,,,,
B2,B2|B2S9,slab,Cast Slab,,,,,
B2,B2|B2S9,act_wall,Wall,,,,,
B2,B2|B2S9,act_corewall,Core Wall,,,,,
B2,B2|B2S9,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB22.4,col,Columns,,,,,
B2,B2|EB22.4,pile,Pile Caps,,,,,
B2,B2|EB22.4,mbeam,Steel Main Beams,,,,,
B2,B2|EB22.4,cbeam,Cast S Main Beams,,,,,
B2,B2|EB22.4,ls,Lift / Stairs,,,,,
B2,B2|EB22.4,exc,Excavation,,,,,
B2,B2|EB22.4,demo,Demolition,,,,,
B2,B2|EB22.4,slab,Cast Slab,,,,,
B2,B2|EB22.4,act_wall,Wall,,,,,
B2,B2|EB22.4,act_corewall,Core Wall,,,,,
B2,B2|EB22.4,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S22,col,Columns,,,,,
B2,B2|B2S22,pile,Pile Caps,,,,,
B2,B2|B2S22,mbeam,Steel Main Beams,,,,,
B2,B2|B2S22,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S22,ls,Lift / Stairs,,,,,
B2,B2|B2S22,exc,Excavation,,,,,
B2,B2|B2S22,demo,Demolition,,,,,
B2,B2|B2S22,slab,Cast Slab,,,,,
B2,B2|B2S22,act_wall,Wall,,,,,
B2,B2|B2S22,act_corewall,Core Wall,,,,,
B2,B2|B2S22,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S1A,col,Columns,,,,,
B2,B2|B2S1A,pile,Pile Caps,,,,,
B2,B2|B2S1A,mbeam,Steel Main Beams,,,,,
B2,B2|B2S1A,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S1A,ls,Lift / Stairs,,,,,
B2,B2|B2S1A,exc,Excavation,,,,,
B2,B2|B2S1A,demo,Demolition,,,,,
B2,B2|B2S1A,slab,Cast Slab,,,,,
B2,B2|B2S1A,act_wall,Wall,,,,,
B2,B2|B2S1A,act_corewall,Core Wall,,,,,
B2,B2|B2S1A,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S10,col,Columns,,,,,
B2,B2|B2S10,pile,Pile Caps,,,,,
B2,B2|B2S10,mbeam,Steel Main Beams,,,,,
B2,B2|B2S10,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S10,ls,Lift / Stairs,,,,,
B2,B2|B2S10,exc,Excavation,,,,,
B2,B2|B2S10,demo,Demolition,,,,,
B2,B2|B2S10,slab,Cast Slab,,,,,
B2,B2|B2S10,act_wall,Wall,,,,,
B2,B2|B2S10,act_corewall,Core Wall,,,,,
B2,B2|B2S10,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S8,col,Columns,,,,,
B2,B2|B2S8,pile,Pile Caps,,,,,
B2,B2|B2S8,mbeam,Steel Main Beams,,,,,
B2,B2|B2S8,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S8,ls,Lift / Stairs,,,,,
B2,B2|B2S8,exc,Excavation,,,,,
B2,B2|B2S8,demo,Demolition,,,,,
B2,B2|B2S8,slab,Cast Slab,,,,,
B2,B2|B2S8,act_wall,Wall,,,,,
B2,B2|B2S8,act_corewall,Core Wall,,,,,
B2,B2|B2S8,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S11,col,Columns,,,,,
B2,B2|B2S11,pile,Pile Caps,,,,,
B2,B2|B2S11,mbeam,Steel Main Beams,,,,,
B2,B2|B2S11,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S11,ls,Lift / Stairs,,,,,
B2,B2|B2S11,exc,Excavation,,,,,
B2,B2|B2S11,demo,Demolition,,,,,
B2,B2|B2S11,slab,Cast Slab,,,,,
B2,B2|B2S11,act_wall,Wall,,,,,
B2,B2|B2S11,act_corewall,Core Wall,,,,,
B2,B2|B2S11,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB22.3,col,Columns,,,,,
B2,B2|EB22.3,pile,Pile Caps,,,,,
B2,B2|EB22.3,mbeam,Steel Main Beams,,,,,
B2,B2|EB22.3,cbeam,Cast S Main Beams,,,,,
B2,B2|EB22.3,ls,Lift / Stairs,,,,,
B2,B2|EB22.3,exc,Excavation,,,,,
B2,B2|EB22.3,demo,Demolition,,,,,
B2,B2|EB22.3,slab,Cast Slab,,,,,
B2,B2|EB22.3,act_wall,Wall,,,,,
B2,B2|EB22.3,act_corewall,Core Wall,,,,,
B2,B2|EB22.3,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S2A,col,Columns,,,,,
B2,B2|B2S2A,pile,Pile Caps,,,,,
B2,B2|B2S2A,mbeam,Steel Main Beams,,,,,
B2,B2|B2S2A,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S2A,ls,Lift / Stairs,,,,,
B2,B2|B2S2A,exc,Excavation,,,,,
B2,B2|B2S2A,demo,Demolition,,,,,
B2,B2|B2S2A,slab,Cast Slab,,,,,
B2,B2|B2S2A,act_wall,Wall,,,,,
B2,B2|B2S2A,act_corewall,Core Wall,,,,,
B2,B2|B2S2A,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB23.4,col,Columns,,,,,
B2,B2|EB23.4,pile,Pile Caps,,,,,
B2,B2|EB23.4,mbeam,Steel Main Beams,,,,,
B2,B2|EB23.4,cbeam,Cast S Main Beams,,,,,
B2,B2|EB23.4,ls,Lift / Stairs,,,,,
B2,B2|EB23.4,exc,Excavation,,,,,
B2,B2|EB23.4,demo,Demolition,,,,,
B2,B2|EB23.4,slab,Cast Slab,,,,,
B2,B2|EB23.4,act_wall,Wall,,,,,
B2,B2|EB23.4,act_corewall,Core Wall,,,,,
B2,B2|EB23.4,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB23.5,col,Columns,,,,,
B2,B2|EB23.5,pile,Pile Caps,,,,,
B2,B2|EB23.5,mbeam,Steel Main Beams,,,,,
B2,B2|EB23.5,cbeam,Cast S Main Beams,,,,,
B2,B2|EB23.5,ls,Lift / Stairs,,,,,
B2,B2|EB23.5,exc,Excavation,,,,,
B2,B2|EB23.5,demo,Demolition,,,,,
B2,B2|EB23.5,slab,Cast Slab,,,,,
B2,B2|EB23.5,act_wall,Wall,,,,,
B2,B2|EB23.5,act_corewall,Core Wall,,,,,
B2,B2|EB23.5,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S14,col,Columns,,,,,
B2,B2|B2S14,pile,Pile Caps,,,,,
B2,B2|B2S14,mbeam,Steel Main Beams,,,,,
B2,B2|B2S14,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S14,ls,Lift / Stairs,,,,,
B2,B2|B2S14,exc,Excavation,,,,,
B2,B2|B2S14,demo,Demolition,,,,,
B2,B2|B2S14,slab,Cast Slab,,,,,
B2,B2|B2S14,act_wall,Wall,,,,,
B2,B2|B2S14,act_corewall,Core Wall,,,,,
B2,B2|B2S14,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB22.2,col,Columns,,,,,
B2,B2|EB22.2,pile,Pile Caps,,,,,
B2,B2|EB22.2,mbeam,Steel Main Beams,,,,,
B2,B2|EB22.2,cbeam,Cast S Main Beams,,,,,
B2,B2|EB22.2,ls,Lift / Stairs,,,,,
B2,B2|EB22.2,exc,Excavation,,,,,
B2,B2|EB22.2,demo,Demolition,,,,,
B2,B2|EB22.2,slab,Cast Slab,,,,,
B2,B2|EB22.2,act_wall,Wall,,,,,
B2,B2|EB22.2,act_corewall,Core Wall,,,,,
B2,B2|EB22.2,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S8A,col,Columns,,,,,
B2,B2|B2S8A,pile,Pile Caps,,,,,
B2,B2|B2S8A,mbeam,Steel Main Beams,,,,,
B2,B2|B2S8A,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S8A,ls,Lift / Stairs,,,,,
B2,B2|B2S8A,exc,Excavation,,,,,
B2,B2|B2S8A,demo,Demolition,,,,,
B2,B2|B2S8A,slab,Cast Slab,,,,,
B2,B2|B2S8A,act_wall,Wall,,,,,
B2,B2|B2S8A,act_corewall,Core Wall,,,,,
B2,B2|B2S8A,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB23.3,col,Columns,,,,,
B2,B2|EB23.3,pile,Pile Caps,,,,,
B2,B2|EB23.3,mbeam,Steel Main Beams,,,,,
B2,B2|EB23.3,cbeam,Cast S Main Beams,,,,,
B2,B2|EB23.3,ls,Lift / Stairs,,,,,
B2,B2|EB23.3,exc,Excavation,,,,,
B2,B2|EB23.3,demo,Demolition,,,,,
B2,B2|EB23.3,slab,Cast Slab,,,,,
B2,B2|EB23.3,act_wall,Wall,,,,,
B2,B2|EB23.3,act_corewall,Core Wall,,,,,
B2,B2|EB23.3,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S13,col,Columns,,,,,
B2,B2|B2S13,pile,Pile Caps,,,,,
B2,B2|B2S13,mbeam,Steel Main Beams,,,,,
B2,B2|B2S13,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S13,ls,Lift / Stairs,,,,,
B2,B2|B2S13,exc,Excavation,,,,,
B2,B2|B2S13,demo,Demolition,,,,,
B2,B2|B2S13,slab,Cast Slab,,,,,
B2,B2|B2S13,act_wall,Wall,,,,,
B2,B2|B2S13,act_corewall,Core Wall,,,,,
B2,B2|B2S13,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S12,col,Columns,,,,,
B2,B2|B2S12,pile,Pile Caps,,,,,
B2,B2|B2S12,mbeam,Steel Main Beams,,,,,
B2,B2|B2S12,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S12,ls,Lift / Stairs,,,,,
B2,B2|B2S12,exc,Excavation,,,,,
B2,B2|B2S12,demo,Demolition,,,,,
B2,B2|B2S12,slab,Cast Slab,,,,,
B2,B2|B2S12,act_wall,Wall,,,,,
B2,B2|B2S12,act_corewall,Core Wall,,,,,
B2,B2|B2S12,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB22.1,col,Columns,,,,,
B2,B2|EB22.1,pile,Pile Caps,,,,,
B2,B2|EB22.1,mbeam,Steel Main Beams,,,,,
B2,B2|EB22.1,cbeam,Cast S Main Beams,,,,,
B2,B2|EB22.1,ls,Lift / Stairs,,,,,
B2,B2|EB22.1,exc,Excavation,,,,,
B2,B2|EB22.1,demo,Demolition,,,,,
B2,B2|EB22.1,slab,Cast Slab,,,,,
B2,B2|EB22.1,act_wall,Wall,,,,,
B2,B2|EB22.1,act_corewall,Core Wall,,,,,
B2,B2|EB22.1,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S14A,col,Columns,,,,,
B2,B2|B2S14A,pile,Pile Caps,,,,,
B2,B2|B2S14A,mbeam,Steel Main Beams,,,,,
B2,B2|B2S14A,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S14A,ls,Lift / Stairs,,,,,
B2,B2|B2S14A,exc,Excavation,,,,,
B2,B2|B2S14A,demo,Demolition,,,,,
B2,B2|B2S14A,slab,Cast Slab,,,,,
B2,B2|B2S14A,act_wall,Wall,,,,,
B2,B2|B2S14A,act_corewall,Core Wall,,,,,
B2,B2|B2S14A,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB23.22,col,Columns,,,,,
B2,B2|EB23.22,pile,Pile Caps,,,,,
B2,B2|EB23.22,mbeam,Steel Main Beams,,,,,
B2,B2|EB23.22,cbeam,Cast S Main Beams,,,,,
B2,B2|EB23.22,ls,Lift / Stairs,,,,,
B2,B2|EB23.22,exc,Excavation,,,,,
B2,B2|EB23.22,demo,Demolition,,,,,
B2,B2|EB23.22,slab,Cast Slab,,,,,
B2,B2|EB23.22,act_wall,Wall,,,,,
B2,B2|EB23.22,act_corewall,Core Wall,,,,,
B2,B2|EB23.22,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB21,col,Columns,,,,,
B2,B2|EB21,pile,Pile Caps,,,,,
B2,B2|EB21,mbeam,Steel Main Beams,,,,,
B2,B2|EB21,cbeam,Cast S Main Beams,,,,,
B2,B2|EB21,ls,Lift / Stairs,,,,,
B2,B2|EB21,exc,Excavation,,,,,
B2,B2|EB21,demo,Demolition,,,,,
B2,B2|EB21,slab,Cast Slab,,,,,
B2,B2|EB21,act_wall,Wall,,,,,
B2,B2|EB21,act_corewall,Core Wall,,,,,
B2,B2|EB21,act_colcorbel,Columns Corbel,,,,,
B2,B2|B2S13A,col,Columns,,,,,
B2,B2|B2S13A,pile,Pile Caps,,,,,
B2,B2|B2S13A,mbeam,Steel Main Beams,,,,,
B2,B2|B2S13A,cbeam,Cast S Main Beams,,,,,
B2,B2|B2S13A,ls,Lift / Stairs,,,,,
B2,B2|B2S13A,exc,Excavation,,,,,
B2,B2|B2S13A,demo,Demolition,,,,,
B2,B2|B2S13A,slab,Cast Slab,,,,,
B2,B2|B2S13A,act_wall,Wall,,,,,
B2,B2|B2S13A,act_corewall,Core Wall,,,,,
B2,B2|B2S13A,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB23.21,col,Columns,,,,,
B2,B2|EB23.21,pile,Pile Caps,,,,,
B2,B2|EB23.21,mbeam,Steel Main Beams,,,,,
B2,B2|EB23.21,cbeam,Cast S Main Beams,,,,,
B2,B2|EB23.21,ls,Lift / Stairs,,,,,
B2,B2|EB23.21,exc,Excavation,,,,,
B2,B2|EB23.21,demo,Demolition,,,,,
B2,B2|EB23.21,slab,Cast Slab,,,,,
B2,B2|EB23.21,act_wall,Wall,,,,,
B2,B2|EB23.21,act_corewall,Core Wall,,,,,
B2,B2|EB23.21,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB23.1A2,col,Columns,,,,,
B2,B2|EB23.1A2,pile,Pile Caps,,,,,
B2,B2|EB23.1A2,mbeam,Steel Main Beams,,,,,
B2,B2|EB23.1A2,cbeam,Cast S Main Beams,,,,,
B2,B2|EB23.1A2,ls,Lift / Stairs,,,,,
B2,B2|EB23.1A2,exc,Excavation,,,,,
B2,B2|EB23.1A2,demo,Demolition,,,,,
B2,B2|EB23.1A2,slab,Cast Slab,,,,,
B2,B2|EB23.1A2,act_wall,Wall,,,,,
B2,B2|EB23.1A2,act_corewall,Core Wall,,,,,
B2,B2|EB23.1A2,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB23.1A1,col,Columns,,,,,
B2,B2|EB23.1A1,pile,Pile Caps,,,,,
B2,B2|EB23.1A1,mbeam,Steel Main Beams,,,,,
B2,B2|EB23.1A1,cbeam,Cast S Main Beams,,,,,
B2,B2|EB23.1A1,ls,Lift / Stairs,,,,,
B2,B2|EB23.1A1,exc,Excavation,,,,,
B2,B2|EB23.1A1,demo,Demolition,,,,,
B2,B2|EB23.1A1,slab,Cast Slab,,,,,
B2,B2|EB23.1A1,act_wall,Wall,,,,,
B2,B2|EB23.1A1,act_corewall,Core Wall,,,,,
B2,B2|EB23.1A1,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB23.1B,col,Columns,,,,,
B2,B2|EB23.1B,pile,Pile Caps,,,,,
B2,B2|EB23.1B,mbeam,Steel Main Beams,,,,,
B2,B2|EB23.1B,cbeam,Cast S Main Beams,,,,,
B2,B2|EB23.1B,ls,Lift / Stairs,,,,,
B2,B2|EB23.1B,exc,Excavation,,,,,
B2,B2|EB23.1B,demo,Demolition,,,,,
B2,B2|EB23.1B,slab,Cast Slab,,,,,
B2,B2|EB23.1B,act_wall,Wall,,,,,
B2,B2|EB23.1B,act_corewall,Core Wall,,,,,
B2,B2|EB23.1B,act_colcorbel,Columns Corbel,,,,,
B2,B2|EB23.1C,col,Columns,,,,,
B2,B2|EB23.1C,pile,Pile Caps,,,,,
B2,B2|EB23.1C,mbeam,Steel Main Beams,,,,,
B2,B2|EB23.1C,cbeam,Cast S Main Beams,,,,,
B2,B2|EB23.1C,ls,Lift / Stairs,,,,,
B2,B2|EB23.1C,exc,Excavation,,,,,
B2,B2|EB23.1C,demo,Demolition,,,,,
B2,B2|EB23.1C,slab,Cast Slab,,,,,
B2,B2|EB23.1C,act_wall,Wall,,,,,
B2,B2|EB23.1C,act_corewall,Core Wall,,,,,
B2,B2|EB23.1C,act_colcorbel,Columns Corbel,,,,,
B1,B1|D01,col,Columns,,,,,
B1,B1|D01,pile,Pile Caps,,,,,
B1,B1|D01,mbeam,Steel Main Beams,,,,,
B1,B1|D01,cbeam,Cast S Main Beams,,,,,
B1,B1|D01,ls,Lift / Stairs,,,,,
B1,B1|D01,exc,Excavation,,,,,
B1,B1|D01,demo,Demolition,,,,,
B1,B1|D01,slab,Cast Slab,,,,,
B1,B1|D01,act_wall,Wall,,,,,
B1,B1|D01,act_corewall,Core Wall,,,,,
B1,B1|D01,act_colcorbel,Columns Corbel,,,,,
B1,B1|E011,col,Columns,,,,,
B1,B1|E011,pile,Pile Caps,,,,,
B1,B1|E011,mbeam,Steel Main Beams,,,,,
B1,B1|E011,cbeam,Cast S Main Beams,,,,,
B1,B1|E011,ls,Lift / Stairs,,,,,
B1,B1|E011,exc,Excavation,,,,,
B1,B1|E011,demo,Demolition,,,,,
B1,B1|E011,slab,Cast Slab,,,,,
B1,B1|E011,act_wall,Wall,,,,,
B1,B1|E011,act_corewall,Core Wall,,,,,
B1,B1|E011,act_colcorbel,Columns Corbel,,,,,
B1,B1|E012,col,Columns,,,,,
B1,B1|E012,pile,Pile Caps,,,,,
B1,B1|E012,mbeam,Steel Main Beams,,,,,
B1,B1|E012,cbeam,Cast S Main Beams,,,,,
B1,B1|E012,ls,Lift / Stairs,,,,,
B1,B1|E012,exc,Excavation,,,,,
B1,B1|E012,demo,Demolition,,,,,
B1,B1|E012,slab,Cast Slab,,,,,
B1,B1|E012,act_wall,Wall,,,,,
B1,B1|E012,act_corewall,Core Wall,,,,,
B1,B1|E012,act_colcorbel,Columns Corbel,,,,,
B1,B1|F011,col,Columns,,,,,
B1,B1|F011,pile,Pile Caps,,,,,
B1,B1|F011,mbeam,Steel Main Beams,,,,,
B1,B1|F011,cbeam,Cast S Main Beams,,,,,
B1,B1|F011,ls,Lift / Stairs,,,,,
B1,B1|F011,exc,Excavation,,,,,
B1,B1|F011,demo,Demolition,,,,,
B1,B1|F011,slab,Cast Slab,,,,,
B1,B1|F011,act_wall,Wall,,,,,
B1,B1|F011,act_corewall,Core Wall,,,,,
B1,B1|F011,act_colcorbel,Columns Corbel,,,,,
B1,B1|D02,col,Columns,,,,,
B1,B1|D02,pile,Pile Caps,,,,,
B1,B1|D02,mbeam,Steel Main Beams,,,,,
B1,B1|D02,cbeam,Cast S Main Beams,,,,,
B1,B1|D02,ls,Lift / Stairs,,,,,
B1,B1|D02,exc,Excavation,,,,,
B1,B1|D02,demo,Demolition,,,,,
B1,B1|D02,slab,Cast Slab,,,,,
B1,B1|D02,act_wall,Wall,,,,,
B1,B1|D02,act_corewall,Core Wall,,,,,
B1,B1|D02,act_colcorbel,Columns Corbel,,,,,
B1,B1|F022,col,Columns,,,,,
B1,B1|F022,pile,Pile Caps,,,,,
B1,B1|F022,mbeam,Steel Main Beams,,,,,
B1,B1|F022,cbeam,Cast S Main Beams,,,,,
B1,B1|F022,ls,Lift / Stairs,,,,,
B1,B1|F022,exc,Excavation,,,,,
B1,B1|F022,demo,Demolition,,,,,
B1,B1|F022,slab,Cast Slab,,,,,
B1,B1|F022,act_wall,Wall,,,,,
B1,B1|F022,act_corewall,Core Wall,,,,,
B1,B1|F022,act_colcorbel,Columns Corbel,,,,,
B1,B1|F012,col,Columns,,,,,
B1,B1|F012,pile,Pile Caps,,,,,
B1,B1|F012,mbeam,Steel Main Beams,,,,,
B1,B1|F012,cbeam,Cast S Main Beams,,,,,
B1,B1|F012,ls,Lift / Stairs,,,,,
B1,B1|F012,exc,Excavation,,,,,
B1,B1|F012,demo,Demolition,,,,,
B1,B1|F012,slab,Cast Slab,,,,,
B1,B1|F012,act_wall,Wall,,,,,
B1,B1|F012,act_corewall,Core Wall,,,,,
B1,B1|F012,act_colcorbel,Columns Corbel,,,,,
B1,B1|C021,col,Columns,,,,,
B1,B1|C021,pile,Pile Caps,,,,,
B1,B1|C021,mbeam,Steel Main Beams,,,,,
B1,B1|C021,cbeam,Cast S Main Beams,,,,,
B1,B1|C021,ls,Lift / Stairs,,,,,
B1,B1|C021,exc,Excavation,,,,,
B1,B1|C021,demo,Demolition,,,,,
B1,B1|C021,slab,Cast Slab,,,,,
B1,B1|C021,act_wall,Wall,,,,,
B1,B1|C021,act_corewall,Core Wall,,,,,
B1,B1|C021,act_colcorbel,Columns Corbel,,,,,
B1,B1|F021,col,Columns,,,,,
B1,B1|F021,pile,Pile Caps,,,,,
B1,B1|F021,mbeam,Steel Main Beams,,,,,
B1,B1|F021,cbeam,Cast S Main Beams,,,,,
B1,B1|F021,ls,Lift / Stairs,,,,,
B1,B1|F021,exc,Excavation,,,,,
B1,B1|F021,demo,Demolition,,,,,
B1,B1|F021,slab,Cast Slab,,,,,
